Gorai.001G000100.1	GO:0016429, GO:0030488
Gorai.011G254400.1	GO:0004866
Gorai.011G254500.1	GO:0004866
Gorai.011G254600.1	GO:0004866
Gorai.011G254700.1	GO:0004866
Gorai.011G254800.1	GO:0004866
Gorai.011G254900.1	GO:0004866
Gorai.011G255100.1	GO:0005515, GO:0030071, GO:0005680
Gorai.011G255200.1	GO:0016020
Gorai.011G255300.1	GO:0016624, GO:0008152
Gorai.011G255400.1	GO:0005525, GO:0007264, GO:0005622
Gorai.011G255500.1	GO:0047134, GO:0055114
Gorai.011G255700.1	GO:0003676, GO:0008270
Gorai.011G256000.1	GO:0000166, GO:0004812, GO:0005524, GO:0006418, GO:0005737
Gorai.011G256100.1	GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237, GO:0009058, GO:0008831, GO:0045226
Gorai.011G256500.1	GO:0008270, GO:0016491, GO:0055114
Gorai.011G256600.1	GO:0000902
Gorai.011G256900.1	GO:0003824
Gorai.011G257000.1	GO:0003677, GO:0006355
Gorai.011G257100.1	GO:0005515
Gorai.011G257300.1	GO:0003677, GO:0008270, GO:0006355
Gorai.011G257500.1	GO:0047134, GO:0055114
Gorai.011G257800.1	GO:0047134, GO:0055114
Gorai.011G258100.1	GO:0043531, GO:0005515, GO:0007165, GO:0005622
Gorai.011G258200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G258300.1	GO:0004672, GO:0006468
Gorai.011G258400.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G258500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G258600.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G258700.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G258900.1	GO:0005515
Gorai.011G259100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G259200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G259300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G259500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G259700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G259800.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G260100.1	GO:0006364, GO:0032040
Gorai.011G260200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G260300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G260500.1	GO:0016627, GO:0006629, GO:0005737, GO:0016021
Gorai.011G261000.1	GO:0004553, GO:0005975
Gorai.011G261600.1	GO:0003677, GO:0003918, GO:0005524, GO:0006265, GO:0005694
Gorai.011G261700.1	GO:0004807, GO:0008152
Gorai.011G261800.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.011G261900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G262000.1	GO:0003676
Gorai.011G262100.1	GO:0005515
Gorai.011G262400.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G262500.1	GO:0005515
Gorai.011G263000.1	GO:0043531
Gorai.011G263100.1	GO:0005515, GO:0043531
Gorai.011G263400.1	GO:0046873, GO:0030001, GO:0055085, GO:0016020
Gorai.011G263500.1	GO:0005515
Gorai.011G263600.1	GO:0043531
Gorai.011G264400.1	GO:0046873, GO:0030001, GO:0055085, GO:0016020
Gorai.011G264500.1	GO:0043531
Gorai.011G264800.1	GO:0043531
Gorai.011G265100.1	GO:0043531
Gorai.011G265500.1	GO:0046873, GO:0030001, GO:0055085, GO:0016020
Gorai.011G265700.1	GO:0043531
Gorai.011G265900.1	GO:0043531
Gorai.011G266300.1	GO:0005515
Gorai.011G266900.1	GO:0004190, GO:0006508
Gorai.011G267200.1	GO:0016746, GO:0008152
Gorai.011G267300.1	GO:0016491, GO:0016706, GO:0055114
Gorai.011G267500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.011G267600.1	GO:0005524
Gorai.011G268000.1	GO:0016757, GO:0016020
Gorai.011G268200.1	GO:0003824
Gorai.011G268400.1	GO:0008168, GO:0008152
Gorai.011G268500.1	GO:0005515
Gorai.011G268800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G268900.1	GO:0003676
Gorai.011G269100.1	GO:0016779, GO:0009058
Gorai.011G269300.1	GO:0016787
Gorai.011G269400.1	GO:0003677, GO:0006355
Gorai.011G269500.1	GO:0003677, GO:0006355
Gorai.011G269600.1	GO:0005759
Gorai.011G269700.1	GO:0016491, GO:0008152, GO:0055114, GO:0008652
Gorai.011G269800.1	GO:0016020
Gorai.011G269900.1	GO:0016020
Gorai.011G270000.1	GO:0043531
Gorai.011G270100.1	GO:0043531
Gorai.011G270400.1	GO:0043531
Gorai.011G270700.1	GO:0005515
Gorai.011G270800.1	GO:0016787
Gorai.011G270900.1	GO:0008270
Gorai.011G271100.1	GO:0016798, GO:0016020
Gorai.011G271200.1	GO:0003700, GO:0043565, GO:0006355, GO:0003677, GO:0005634
Gorai.011G271300.1	GO:0003677, GO:0006355
Gorai.011G271400.1	GO:0003924, GO:0005525, GO:0007264, GO:0005622
Gorai.011G271500.1	GO:0003677, GO:0006355
Gorai.011G271600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G271700.1	GO:0016798, GO:0016020
Gorai.011G272000.1	GO:0004252, GO:0006508, GO:0042802, GO:0043086
Gorai.011G272100.1	GO:0004252, GO:0006508, GO:0042802, GO:0043086
Gorai.011G272200.1	GO:0004252, GO:0006508, GO:0042802, GO:0043086
Gorai.011G272300.1	GO:0004252, GO:0006508, GO:0042802, GO:0043086
Gorai.011G272400.1	GO:0004252, GO:0006508, GO:0042802, GO:0043086
Gorai.011G272500.1	GO:0004252, GO:0006508, GO:0042802, GO:0043086
Gorai.011G272600.1	GO:0016020
Gorai.011G272800.1	GO:0016787
Gorai.011G272900.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G273000.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G273100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G273200.1	GO:0003677, GO:0003899, GO:0006351
Gorai.011G273500.1	GO:0003723, GO:0033897
Gorai.011G273600.1	GO:0005515
Gorai.011G273700.1	GO:0005515
Gorai.011G274000.1	GO:0016758, GO:0008152
Gorai.011G274300.1	GO:0005089
Gorai.011G274400.1	GO:0005515
Gorai.011G274700.1	GO:0016758, GO:0008152
Gorai.011G274800.1	GO:0016758, GO:0008152
Gorai.011G274900.1	GO:0016758, GO:0008152
Gorai.011G275000.1	GO:0016758, GO:0008152
Gorai.011G275100.1	GO:0016758, GO:0008152
Gorai.011G275200.1	GO:0016758, GO:0008152
Gorai.011G275300.1	GO:0016758, GO:0008152
Gorai.011G275400.1	GO:0016758, GO:0008152
Gorai.011G275600.1	GO:0016758, GO:0008152
Gorai.011G275700.1	GO:0016758, GO:0008152
Gorai.011G275800.1	GO:0016758, GO:0008152
Gorai.011G276100.1	GO:0005515
Gorai.011G276200.1	GO:0003723, GO:0033897
Gorai.011G276400.1	GO:0003723, GO:0033897
Gorai.011G276800.1	GO:0003723, GO:0033897
Gorai.011G277000.1	GO:0003723, GO:0033897
Gorai.011G277100.1	GO:0005515
Gorai.011G277300.1	GO:0005515
Gorai.011G277400.1	GO:0003723, GO:0033897
Gorai.011G277600.1	GO:0003723, GO:0033897
Gorai.011G277900.1	GO:0006260, GO:0000808, GO:0005634
Gorai.011G278000.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G278200.1	GO:0005515
Gorai.011G278500.1	GO:0003677
Gorai.011G278600.1	GO:0005488
Gorai.011G278900.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G279000.1	GO:0016020, GO:0055085
Gorai.011G279100.1	GO:0008270
Gorai.011G279200.1	GO:0004553, GO:0005975
Gorai.011G279300.1	GO:0003993
Gorai.011G279400.1	GO:0042578, GO:0005975
Gorai.011G279600.1	GO:0016491, GO:0055114, GO:0005507
Gorai.011G279700.1	GO:0003677
Gorai.011G279800.1	GO:0003677
Gorai.011G280000.1	GO:0005515
Gorai.011G280100.1	GO:0005515
Gorai.011G280300.1	GO:0008233, GO:0006465, GO:0005787, GO:0016021
Gorai.011G280500.1	GO:0005515
Gorai.011G280600.1	GO:0043531, GO:0005515, GO:0007165, GO:0005622
Gorai.011G280700.1	GO:0043531, GO:0005515, GO:0007165, GO:0005622
Gorai.011G280900.1	GO:0005515, GO:0043531
Gorai.011G281000.1	GO:0003723, GO:0033897
Gorai.011G281200.1	GO:0005515
Gorai.011G281400.1	GO:0003723, GO:0033897
Gorai.011G281900.1	GO:0043531
Gorai.011G282000.1	GO:0043531, GO:0005515, GO:0007165, GO:0005622
Gorai.011G282100.1	GO:0043531, GO:0005515, GO:0007165, GO:0005622
Gorai.011G282200.1	GO:0043531, GO:0005515, GO:0007165, GO:0005622
Gorai.011G282400.1	GO:0005515, GO:0043531, GO:0007165, GO:0005622
Gorai.011G282500.1	GO:0043531
Gorai.011G282600.1	GO:0005515
Gorai.011G282700.1	GO:0016747
Gorai.011G282800.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.011G283000.1	GO:0003700, GO:0043565, GO:0006355
Gorai.011G283100.1	GO:0005515
Gorai.011G283200.1	GO:0005215, GO:0006810, GO:0016020
Gorai.011G283300.1	GO:0005215, GO:0006810, GO:0016020
Gorai.011G283400.1	GO:0005215, GO:0006810, GO:0016020
Gorai.011G283700.1	GO:0003735, GO:0006414, GO:0005622, GO:0005840, GO:0042254
Gorai.011G283800.1	GO:0016020, GO:0005515
Gorai.011G284000.1	GO:0018024
Gorai.011G284100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G284200.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G284300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G284400.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G284500.1	GO:0016798, GO:0016020
Gorai.011G284600.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G284700.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G284800.1	GO:0005515
Gorai.011G284900.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G285000.1	GO:0016798, GO:0016020
Gorai.011G285100.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G285200.1	GO:0016798, GO:0016020
Gorai.011G285300.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G285400.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G285500.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G285800.1	GO:0004057, GO:0016598
Gorai.011G286000.1	GO:0006461, GO:0008535, GO:0016020
Gorai.011G286100.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G286700.1	GO:0003677, GO:0006355
Gorai.011G287600.1	GO:0005515, GO:0007165, GO:0005622
Gorai.011G287900.1	GO:0003755, GO:0006457
Gorai.011G288000.1	GO:0005515, GO:0004435, GO:0006629, GO:0007165, GO:0035556, GO:0004629
Gorai.011G288100.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G288200.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.011G288300.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.011G288400.1	GO:0005515
Gorai.011G288600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G289100.1	GO:0005524
Gorai.011G289200.1	GO:0005515
Gorai.011G289300.1	GO:0016491, GO:0016706, GO:0055114
Gorai.011G289400.1	GO:0005515, GO:0003676, GO:0008270
Gorai.011G289500.1	GO:0004640, GO:0006568
Gorai.011G289600.1	GO:0006629, GO:0016717, GO:0055114
Gorai.011G289900.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G290000.1	GO:0016491, GO:0055114, GO:0005507
Gorai.011G290100.1	GO:0015299, GO:0006812, GO:0055085, GO:0016021
Gorai.011G290200.1	GO:0015299, GO:0006812, GO:0055085, GO:0016021
Gorai.011G290300.1	GO:0006952, GO:0009607
Gorai.011G290600.1	GO:0033925, GO:0005737
Gorai.011G290700.1	GO:0015979, GO:0009522, GO:0009579, GO:0016021
Gorai.011G290900.1	GO:0008199, GO:0006879
Gorai.011G291000.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.011G291200.1	GO:0003677
Gorai.011G291300.1	GO:0016779, GO:0008152
Gorai.011G291400.1	GO:0005515, GO:0004842, GO:0016567, GO:0000151
Gorai.011G291700.1	GO:0016747
Gorai.011G291800.1	GO:0005634
Gorai.011G291900.1	GO:0003700, GO:0006355
Gorai.011G292200.1	GO:0006886, GO:0016192, GO:0005198, GO:0030130, GO:0030132
Gorai.011G292300.1	GO:0003824
Gorai.011G292600.1	GO:0003676, GO:0016788
Gorai.011G292800.1	GO:0003676, GO:0016788
Gorai.011G292900.1	GO:0003676, GO:0016788
Gorai.011G293000.1	GO:0003676, GO:0016788
Gorai.011G293600.1	GO:0016627, GO:0006629, GO:0005737, GO:0016021
Gorai.011G293700.1	GO:0005516
Gorai.011G294300.1	GO:0016020
Gorai.011G294600.1	GO:0043531, GO:0005524
Gorai.011G294900.1	GO:0005515
Gorai.011G295300.1	GO:0005515
Gorai.011G295400.1	GO:0008762, GO:0016491, GO:0050660, GO:0055114, GO:0019139, GO:0009690
Gorai.011G295500.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152, GO:0005516
Gorai.011G295700.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.011G295900.1	GO:0004672, GO:0005524, GO:0006468
Gorai.011G296000.1	GO:0000166, GO:0004812, GO:0005524, GO:0006418, GO:0005737, GO:0004832, GO:0006438
Gorai.012G000600.1	GO:0003676
Gorai.012G000900.1	GO:0004252, GO:0006508, GO:0042802, GO:0043086
Gorai.012G001000.1	GO:0000156, GO:0000160, GO:0006355, GO:0005515
Gorai.012G001200.1	GO:0005515
Gorai.012G001300.1	GO:0046872, GO:0030001
Gorai.012G001500.1	GO:0016787, GO:0008152
Gorai.012G001700.1	GO:0016020
Gorai.012G001800.1	GO:0004672, GO:0005524, GO:0006468, GO:0005488
Gorai.012G002000.1	GO:0008649, GO:0006364, GO:0005737
Gorai.012G002100.1	GO:0005515
Gorai.012G002200.1	GO:0009966
Gorai.012G002300.1	GO:0009058
Gorai.012G002400.1	GO:0008236, GO:0006508, GO:0016020
Gorai.012G002500.1	GO:0005515, GO:0016773
Gorai.012G002600.1	GO:0030599, GO:0042545, GO:0005618, GO:0004857
Gorai.012G002700.1	GO:0004806, GO:0006629
Gorai.012G002800.1	GO:0004806, GO:0006629
Gorai.012G002900.1	GO:0006904, GO:0015031, GO:0000145
Gorai.012G003000.1	GO:0005515
Gorai.012G003100.1	GO:0005515
Gorai.012G003200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G003300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G003400.1	GO:0003824
Gorai.012G003500.1	GO:0005216, GO:0006811, GO:0055085, GO:0016020
Gorai.012G003700.1	GO:0031072
Gorai.012G003900.1	GO:0005524, GO:0004222, GO:0006508, GO:0016887
Gorai.012G004000.1	GO:0016021
Gorai.012G004100.1	GO:0008219, GO:0016021
Gorai.012G004200.1	GO:0016881
Gorai.012G004300.1	GO:0004252, GO:0016021
Gorai.012G004400.1	GO:0006629
Gorai.012G004500.1	GO:0004140, GO:0005524, GO:0015937
Gorai.012G004600.1	GO:0016747, GO:0006355, GO:0005634
Gorai.012G004800.1	GO:0006355, GO:0005634, GO:0003677, GO:0009725
Gorai.012G005000.1	GO:0005515
Gorai.012G005100.1	GO:0000287, GO:0016984, GO:0015977, GO:0009536
Gorai.012G005200.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G005400.1	GO:0003723
Gorai.012G005600.1	GO:0003676
Gorai.012G005700.1	GO:0003723, GO:0006396
Gorai.012G005800.1	GO:0006904, GO:0016192
Gorai.012G005900.1	GO:0016491, GO:0055114
Gorai.012G006000.1	GO:0003777, GO:0005524, GO:0007018, GO:0005515
Gorai.012G006300.1	GO:0004185, GO:0006508
Gorai.012G006500.1	GO:0015031
Gorai.012G006600.1	GO:0016747
Gorai.012G006700.1	GO:0016747
Gorai.012G006800.1	GO:0005524, GO:0019205, GO:0006139
Gorai.012G007000.1	GO:0003677, GO:0006355
Gorai.012G007100.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.012G007300.1	GO:0016491, GO:0055114, GO:0016616
Gorai.012G007500.1	GO:0003824, GO:0008152
Gorai.012G007600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G007900.1	GO:0004672, GO:0005524, GO:0006468, GO:0005515
Gorai.012G008100.1	GO:0005515
Gorai.012G008200.1	GO:0016491, GO:0051537, GO:0055114, GO:0005506, GO:0016708, GO:0019439
Gorai.012G008800.1	GO:0003824, GO:0043169, GO:0005975, GO:0004553
Gorai.012G009000.1	GO:0006355, GO:0005634, GO:0003677, GO:0009725
Gorai.012G009100.1	GO:0016787
Gorai.012G009200.1	GO:0004553, GO:0005975
Gorai.012G009300.1	GO:0016758, GO:0008152
Gorai.012G009400.1	GO:0016758, GO:0008152
Gorai.012G009500.1	GO:0016758, GO:0008152
Gorai.012G009700.1	GO:0005515
Gorai.012G009800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G009900.1	GO:0003676, GO:0008270
Gorai.012G010000.1	GO:0005515
Gorai.012G010300.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152
Gorai.012G010500.1	GO:0008171, GO:0008168, GO:0008610, GO:0008176, GO:0006400, GO:0008152
Gorai.012G010600.1	GO:0004672, GO:0005524, GO:0006468, GO:0006950
Gorai.012G010900.1	GO:0003700, GO:0006355, GO:0005634
Gorai.012G011600.1	GO:0000045, GO:0005737
Gorai.012G011700.1	GO:0003677
Gorai.012G011800.1	GO:0003700, GO:0006355
Gorai.012G012000.1	GO:0008318, GO:0018342
Gorai.012G012200.1	GO:0003824, GO:0008152
Gorai.012G012600.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.012G012700.1	GO:0005515
Gorai.012G012900.1	GO:0005515
Gorai.012G013100.1	GO:0016787
Gorai.012G013400.1	GO:0003735, GO:0006412, GO:0005840
Gorai.012G013700.1	GO:0003899, GO:0046983, GO:0006351
Gorai.012G013800.1	GO:0051082, GO:0006457
Gorai.012G013900.1	GO:0003700, GO:0043565, GO:0006355
Gorai.012G014000.1	GO:0003700, GO:0043565, GO:0006355
Gorai.012G014100.1	GO:0003677, GO:0008270, GO:0045893, GO:0005634
Gorai.012G014200.1	GO:0015079, GO:0071805, GO:0016020
Gorai.012G014500.1	GO:0003700, GO:0043565, GO:0046983, GO:0006355
Gorai.012G014600.1	GO:0016872, GO:0042398
Gorai.012G014900.1	GO:0004842, GO:0016567, GO:0000151
Gorai.012G015200.1	GO:0016616, GO:0051287, GO:0046168, GO:0055114, GO:0005737, GO:0008677, GO:0016614, GO:0005975
Gorai.012G015300.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386, GO:0003677, GO:0016787
Gorai.012G015400.1	GO:0016021
Gorai.012G015500.1	GO:0005215, GO:0006810, GO:0055085, GO:0016020
Gorai.012G016000.1	GO:0003774, GO:0005524, GO:0016459
Gorai.012G016200.1	GO:0004601, GO:0020037, GO:0006979, GO:0055114
Gorai.012G016300.1	GO:0005515
Gorai.012G016400.1	GO:0005515
Gorai.012G016500.1	GO:0005515
Gorai.012G016600.1	GO:0005515
Gorai.012G016700.1	GO:0005515
Gorai.012G016900.1	GO:0005515
Gorai.012G017000.1	GO:0005515
Gorai.012G017100.1	GO:0003677, GO:0006351, GO:0005634
Gorai.012G017200.1	GO:0009055, GO:0015035, GO:0045454
Gorai.012G017400.1	GO:0003677, GO:0005524, GO:0003676, GO:0004386, GO:0008270
Gorai.012G017500.1	GO:0003735, GO:0006412, GO:0005840
Gorai.012G017600.1	GO:0000156, GO:0000160, GO:0006355
Gorai.012G017700.1	GO:0005215, GO:0006810, GO:0016020
Gorai.012G017800.1	GO:0005215, GO:0006857, GO:0016020, GO:0055085, GO:0016021
Gorai.012G017900.1	GO:0004329, GO:0005524, GO:0009396
Gorai.012G018000.1	GO:0016307, GO:0046488
Gorai.012G018100.1	GO:0009055, GO:0016491, GO:0050662
Gorai.012G018200.1	GO:0009055, GO:0016491, GO:0050662
Gorai.012G018300.1	GO:0004190, GO:0006508
Gorai.012G018600.1	GO:0016787
Gorai.012G018700.1	GO:0005515, GO:0004672, GO:0005524, GO:0006468
Gorai.012G019000.1	GO:0003755, GO:0006457
Gorai.012G019100.1	GO:0051726, GO:0005634
Gorai.012G019200.1	GO:0051726, GO:0005634
Gorai.012G019500.1	GO:0008146
Gorai.012G019600.1	GO:0003677, GO:0003899, GO:0006351
Gorai.012G019900.1	GO:0016787
Gorai.012G020200.1	GO:0003774, GO:0005524, GO:0016459
Gorai.012G020300.1	GO:0004298, GO:0051603, GO:0005839
Gorai.012G020400.1	GO:0046872, GO:0030001
Gorai.012G020500.1	GO:0003677, GO:0003918, GO:0005524, GO:0006265, GO:0005694, GO:0003916
Gorai.012G020600.1	GO:0005515, GO:0042393, GO:0008270, GO:0018024, GO:0034968, GO:0005634
Gorai.012G021000.1	GO:0003723
Gorai.012G021200.1	GO:0004185, GO:0006508
Gorai.012G021400.1	GO:0008270
Gorai.012G021500.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.012G021600.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.012G021700.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.012G021900.1	GO:0043531
Gorai.012G022000.1	GO:0003677
Gorai.012G022200.1	GO:0003723, GO:0003964, GO:0006278
Gorai.012G022300.1	GO:0043565, GO:0005622
Gorai.012G023000.1	GO:0005524, GO:0005622, GO:0003677, GO:0003887, GO:0006260, GO:0009360, GO:0003689, GO:0005663
Gorai.012G023100.1	GO:0003725, GO:0005622, GO:0003676, GO:0005524, GO:0008026, GO:0004386
Gorai.012G023200.1	GO:0000166, GO:0046872, GO:0003824, GO:0008152
Gorai.012G023300.1	GO:0000166, GO:0005524, GO:0016876, GO:0043039, GO:0005737, GO:0004812, GO:0006418
Gorai.012G023400.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G023600.1	GO:0005524, GO:0016887, GO:0016020
Gorai.012G023800.1	GO:0005506, GO:0009055, GO:0016705, GO:0020037, GO:0055114
Gorai.012G023900.1	GO:0019538
Gorai.012G024000.1	GO:0005515
Gorai.012G024100.1	GO:0008104
Gorai.012G024200.1	GO:0016491, GO:0008152, GO:0003854, GO:0016616, GO:0006694, GO:0055114, GO:0003824, GO:0050662, GO:0044237, GO:0009058, GO:0008831, GO:0045226
Gorai.012G024800.1	GO:0015078, GO:0015986, GO:0045263
Gorai.012G025200.1	GO:0008138, GO:0006470
Gorai.012G026100.1	GO:0016491, GO:0016706, GO:0055114
Gorai.012G026200.1	GO:0016491, GO:0016706, GO:0055114
Gorai.012G026300.1	GO:0008152, GO:0005529, GO:0005975
Gorai.012G026600.1	GO:0004190, GO:0006508
Gorai.012G026700.1	GO:0003824
Gorai.012G026900.1	GO:0005488
Gorai.012G027200.1	GO:0005515
Gorai.012G027400.1	GO:0055085
Gorai.012G027600.1	GO:0004866
Gorai.012G027700.1	GO:0004866
Gorai.012G027800.1	GO:0046872, GO:0030001
Gorai.012G028200.1	GO:0003700, GO:0043565, GO:0006355
Gorai.012G028500.1	GO:0005515
Gorai.012G028600.1	GO:0003676, GO:0008270
Gorai.012G029000.1	GO:0055085, GO:0016021
Gorai.012G029100.1	GO:0005515
Gorai.012G029300.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G029600.1	GO:0005515
Gorai.012G030800.1	GO:0003924, GO:0005525
Gorai.012G031000.1	GO:0005525, GO:0005524, GO:0006576
Gorai.012G031500.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.012G031600.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G031700.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.012G031800.1	GO:0004672, GO:0005524, GO:0006468, GO:0005529
Gorai.012G032100.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.012G032200.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.012G032300.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.012G032400.1	GO:0004672, GO:0005524, GO:0006468, GO:0005529
Gorai.012G032600.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.012G032700.1	GO:0004672, GO:0005524, GO:0006468, GO:0005529
Gorai.012G032900.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.012G033000.1	GO:0004672, GO:0005524, GO:0006468, GO:0048544, GO:0005529
Gorai.012G033500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G033800.1	GO:0003735, GO:0006412, GO:0005622, GO:0005840
Gorai.012G034000.1	GO:0005515
Gorai.012G034400.1	GO:0005515
Gorai.012G034500.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G034800.1	GO:0005524, GO:0016887
Gorai.012G035000.1	GO:0005524, GO:0016887
Gorai.012G035200.1	GO:0005516, GO:0015979, GO:0009522, GO:0042651
Gorai.012G035300.1	GO:0004650, GO:0005975
Gorai.012G035500.1	GO:0003924, GO:0005525, GO:0007264, GO:0005634, GO:0005737, GO:0005622
Gorai.012G035600.1	GO:0004842, GO:0016567, GO:0000151
Gorai.012G035800.1	GO:0015299, GO:0006812, GO:0055085, GO:0016021
Gorai.012G036000.1	GO:0016624, GO:0008152
Gorai.012G036100.1	GO:0003677, GO:0006355
Gorai.012G036300.1	GO:0005524, GO:0016887, GO:0016020
Gorai.012G036800.1	GO:0015031
Gorai.012G036900.1	GO:0005515
Gorai.012G037200.1	GO:0016884
Gorai.012G037500.1	GO:0016491, GO:0008152, GO:0055114
Gorai.012G037600.1	GO:0003677, GO:0006355
Gorai.012G037700.1	GO:0004553, GO:0005975, GO:0004565, GO:0009341
Gorai.012G037900.1	GO:0005515
Gorai.012G038100.1	GO:0004806, GO:0006629
Gorai.012G038200.1	GO:0008270, GO:0070403, GO:0006476
Gorai.012G038300.1	GO:0016787, GO:0008152
Gorai.012G038400.1	GO:0005515
Gorai.012G038600.1	GO:0005515
Gorai.012G038700.1	GO:0005524, GO:0016887, GO:0042626, GO:0006810, GO:0055085, GO:0016021
Gorai.012G038800.1	GO:0004672, GO:0005524, GO:0006468
Gorai.012G039000.1	GO:0003824
Gorai.012G039100.1	GO:0016740, GO:0009058
Gorai.012G039200.1	GO:0016021
Gorai.012G039300.1	GO:0003676, GO:0005524, GO:0008026, GO:0004386, GO:0006810, GO:0005622
